HIP;HD;Fl;Bayer;Bayer_cst;Cst;Vmag;VarFlag;VarID;RAdeg;DEdeg;Plx;pmRA;pmDE;B-V;V-I;Period;HvarType;Ncomp;MultFlag;m_HIP;SpType;Teff;Name;Name_r
49809;88215;;;;Hya;5,30;;;152,52483143;-12,81565791;36,61;-122,30;-109,18;0,368;0,43;;C;1;;;F2/F3IV/V;6855;;
49812;88195;17;;Sex;Sex;5,91;;;152,53149046;-08,40816325;6,19;-28,51;-2,92;0,026;0,04;;D;2;C;AB;A1V;9594;;
49841;88284;41;lam;Hya;Hya;3,61;;;152,64748785;-12,35383921;28,44;-200,33;-100,28;1,007;0,96;;;1;O;;K0III;4915;;
49844;88399;;;;Vel;5,98;;;152,65706616;-41,71493294;14,63;28,07;-129,15;1,239;1,18;;C;1;;;K3III;;;
49865;88333;18;;Sex;Sex;5,64;;;152,73275535;-08,41835129;6,89;-0,12;-45,43;1,304;1,25;;C;1;;;K2III;;;
49870;88161;;;;LMi;6,34;;;152,74573467;+40,66160239;5,47;-9,04;2,35;1,277;1,24;;R;2;C;AB;K3III:;;;
49893;88231;;;;LMi;5,86;;;152,80330481;+37,40197095;5,41;-20,32;-29,01;1,282;1,24;;;1;;;K3III;;;
49900;88372;;;;Sex;6,23;;;152,82398897;-07,31659367;6,74;13,22;-13,31;0,026;0,04;;;1;;;A2Vn;9506;;
49926;88647;;;;Car;6,07;2;V368Car;152,89786643;-58,82782701;4,32;-24,57;26,79;1,647;2,49;;U;1;;;M5III;;;
49929;88355;34;;Leo;Leo;6,43;;;152,90911694;+13,35520406;14,49;38,83;-37,05;0,468;0,53;;;2;C;AB;F7V;6428;;
49934;88661;;;;Car;5,70;2;QYCar;152,94363300;-58,06055982;2,52;-10,71;6,63;-0,118;-,10;;U;1;;;B2IVnpe;21330;;
49967;88522;;;;Ant;6,28;;;153,01198942;-28,60595499;6,40;-39,83;-0,34;0,019;0,04;;D;2;C;AS;A0V;9638;;
49994;88693;;;;Vel;6,16;;;153,09572184;-52,16335203;9,75;-52,74;45,23;1,168;1,08;;;1;;;K2IIICN...;;;
50013;88595;;;;Hya;6,45;;;153,15873787;-19,15280764;23,75;-219,02;-95,75;0,494;0,62;;C;1;;;F7V;6384;;
50027;88547;19;;Sex;Sex;5,77;;;153,20163836;+04,61469047;6,19;-48,72;-4,37;1,178;1,15;;C;1;;;K0III:;4375;;
50044;88825;;;;Car;6,07;;;153,25485242;-59,91809443;1,65;-15,31;2,60;-0,072;0,00;;;1;;;B4Ve;;;
50066;88699;;;;Hya;6,23;;;153,33117633;-27,02897817;7,98;-55,56;35,83;0,316;0,36;;;1;X;;A9m...;;;
50067;88907;;;;Car;6,42;;;153,33833120;-61,65883585;3,19;-15,79;2,73;-0,111;-,10;;;1;;;B2V;;;
50069;88862;;;;Vel;6,48;;;153,34298496;-56,58669891;3,97;-26,39;0,61;1,450;1,45;;;1;;;K2III;;;
50070;88824;;;;Vel;5,27;1;LWVel;153,34534010;-51,23293774;20,06;-39,70;-13,61;0,257;0,29;0,11;P;1;;;A7V;;;
50075;88742;;;;Ant;6,38;;;153,35411361;-33,03187875;43,98;-369,81;64,39;0,592;0,64;;;1;;;G0V;5970;;
50078;88842;;;;Vel;5,78;;;153,36685079;-51,75580487;10,25;-53,27;6,95;0,136;0,15;;D;2;C;AB;A3IV/V;8185;;
50083;88981;;M;Car;Car;5,15;;;153,37784420;-66,37283938;10,74;-34,35;11,53;0,217;0,29;;C;1;;;Am;;;
50099;89080;;ome;Car;Car;3,29;1;;153,43449551;-70,03792169;8,81;-35,73;7,55;-0,074;-,03;;M;1;;;B8III;13092;;
50103;88809;;;;Ant;5,91;;;153,44158428;-40,34607640;7,24;-73,96;8,47;1,204;1,20;;;1;G;;K1III;;;
50109;88639;;;;Leo;6,05;1;;153,45718363;+27,13582714;8,39;-28,99;-3,32;0,844;0,83;;U;1;;;G5III-IV;5169;;
50122;88836;;;;Ant;6,33;;;153,48575382;-40,31075244;7,27;-30,43;-9,10;0,940;0,94;;;1;;;G8III;5037;;
50142;88806;;;;Hya;6,36;2;;153,53740135;-23,81397243;2,44;-24,41;10,87;1,639;2,05;;U;1;;;M1III;;;
50174;88737;;;;Leo;6,02;;;153,62432406;+21,16823270;19,27;-143,16;-72,05;0,573;0,65;;;1;;;F9V;6153;;
50191;88955;;q;Vel;Vel;3,85;;;153,68447399;-42,12206281;31,72;-150,68;49,84;0,051;0,03;;;1;;;A2V;8921;;
50218;88786;22;;LMi;LMi;6,47;;;153,77651322;+31,46807457;4,27;-36,47;-3,65;0,858;0,87;;C;1;;;G8III;;;
50222;88651;;U;UMa;UMa;6,18;1;UUMa;153,78187716;+59,98552691;1,87;14,22;5,14;1,621;1,86;2,95;P;1;;;M0IIIvar;;;
50232;89104;;;;Vel;6,16;;;153,81938623;-54,97421495;2,29;-13,49;3,23;-0,155;-,15;;;1;;;B2IV-V;;;
50234;89015;;;;Ant;6,17;;;153,83705315;-36,51773519;8,88;-28,59;7,54;1,058;1,04;;C;1;;;K0III;4796;;
50241;89062;;;;Vel;5,59;;;153,88145179;-43,11224108;5,99;22,40;-52,68;1,520;1,54;;;1;;;K4III;;;
50287;89263;;;;Car;6,22;;;154,01356689;-59,90343640;12,07;-39,12;10,59;0,194;0,21;;D;2;C;AB;A5V;;;
50292;89033;;;;Sex;6,08;;;154,03755048;-11,20341702;5,08;-23,72;-0,67;1,096;1,06;;;1;;;K0;;;
50303;88960;23;;LMi;LMi;5,49;;;154,06033082;+29,31055982;12,67;-71,25;-24,05;0,020;0,04;;C;1;;;A0Vn;9397;;
50316;88986;24;;LMi;LMi;6,46;;;154,11718400;+28,68270332;31,25;-62,33;-92,18;0,635;0,70;;;1;;;G0V;5794;;
50319;89010;35;;Leo;Leo;5,95;;;154,13507067;+23,50301282;32,94;-200,23;33,89;0,655;0,74;;;1;;;G2IV;5666;;
50332;89273;;;;Vel;6,20;2;GYVel;154,16738579;-51,20466420;4,66;-39,92;11,71;1,435;2,86;;U;1;;;M4/M5III;;;
50333;89056;37;;Leo;Leo;5,42;1;;154,16979666;+13,72837138;6,53;-22,85;-15,24;1,650;1,91;;M;1;;;M1III;;;
50335;89025;36;zet;Leo;Leo;3,43;;;154,17251805;+23,41732840;12,56;19,84;-7,30;0,307;0,39;;;1;;;F0III;7025;Adhafera;Адхафера
50336;89024;;;;Leo;5,84;;;154,17433140;+25,37069774;10,35;-128,51;3,18;1,206;1,18;;C;1;;;K2III:;4571;;
50371;89388;;q;Car;Car;3,39;1;V337Car;154,27085535;-61,33231977;4,43;-24,25;6,38;1,541;1,45;;M;1;;;K3II;4500;;
50372;89021;33;lam;UMa;UMa;3,45;;;154,27469564;+42,91446855;24,27;-170,11;-42,64;0,029;0,05;;C;1;G;;A2IV;9056;TaniaBorealis;ТанияБореалис
50384;89125;39;;Leo;Leo;5,81;;;154,31166926;+23,10645604;44,01;-413,29;-97,22;0,500;0,58;;C;1;;;F8Vw;6112;;
50391;89328;;;;Vel;6,48;;;154,33417110;-46,83494301;16,07;-22,66;0,45;0,329;0,38;;C;1;G;;A8V+...;7161;;
50414;89254;22;eps;Sex;Sex;5,25;;;154,40790248;-08,06892120;17,86;-160,25;2,78;0,336;0,39;;C;1;;;F2III;7125;;
50448;88983;32;;UMa;UMa;5,74;;;154,50896089;+65,10837358;13,07;-89,48;-9,28;0,163;0,18;;;1;;;A8III;;;
50456;89353;;;;Ant;5,52;2;AGAnt;154,53166913;-28,99202661;1,50;-15,40;10,85;0,277;0,31;;U;1;;;B9.5Ib/II;;;
50480;89461;;;;Vel;5,97;;;154,61777521;-41,66849763;5,92;-28,24;3,13;-0,063;-,04;;;1;;;B9V;10641;;
50485;89221;;;;UMa;6,48;;;154,63714463;+43,04863393;28,08;-123,91;-77,74;0,925;0,92;;;1;;;G5;5081;;
50492;89442;;;;Ant;6,31;;;154,65782263;-36,80459709;5,36;-32,36;10,29;1,282;1,35;;;1;;;K2/K3III;;;
50493;89569;;;;Vel;5,80;;;154,65899399;-56,11067508;27,91;-239,33;115,90;0,481;0,54;;C;1;;;F6V;6414;;
50509;89268;;;;UMa;6,42;;;154,74487172;+46,76085520;3,93;-49,37;-31,92;1,190;1,15;;C;1;;;K1III;;;
50516;89344;;;;Leo;6,42;;;154,75309046;+24,71212042;2,78;-55,21;7,26;1,388;1,36;;;1;;;K0;;;
50520;89715;;;;Car;5,66;;;154,77133097;-64,67628786;11,18;-35,18;12,33;0,042;0,06;;D;2;C;BA;A1V;;;
50536;89455;;;;Hya;6,01;;;154,82033171;-12,52810011;15,01;-17,73;-13,01;0,258;0,29;;D;2;C;AB;A8III;;;
50546;89319;;;;UMa;6,00;;;154,86200567;+48,39703112;23,08;-105,97;-110,66;1,022;1,00;;C;1;;;K0;4942;;
50552;89490;;;;Sex;6,38;;;154,88486981;-05,10597604;11,14;-41,13;-70,76;0,894;0,85;;;1;;;K0;;;
50555;89682;;;;Vel;4,59;1;GZVel;154,90318833;-55,02931452;2,19;-14,79;4,03;1,600;1,50;;U;1;;;K3II;;;
50562;89805;;;;Car;6,35;;;154,92517522;-65,13724358;1,63;-8,43;2,13;1,556;1,57;;;1;;;K2II;;;
50564;89449;40;;Leo;Leo;4,78;;;154,93462599;+19,47143591;47,24;-229,99;-214,66;0,452;0,53;;;1;;;F6IV;6216;;
50583;89484;41;gam01;Leo;Leo;2,01;1;;154,99234054;+19,84186032;25,96;310,77;-152,88;1,128;1,17;;U;2;C;AB;K0III;4383;Algieba;Альгиеба
50584;89565;;;;Sex;6,31;;;154,99799665;-09,05882983;18,77;-63,40;-71,73;0,338;0,39;;;1;;;F1IV;7036;;
50606;89389;;;;UMa;6,45;;;155,06199812;+53,77926966;32,70;-88,11;49,87;0,580;0,65;;C;1;;;F9V;5985;;
50609;89736;;;;Vel;5,66;1;;155,06967962;-47,69910004;1,21;-9,13;4,00;1,667;1,69;;U;1;;;K5/M0III;3830;;
50635;89414;;;;UMa;6,01;;;155,12993389;+54,21685357;7,13;-34,89;-6,03;1,128;1,09;;C;1;;;K3III:;4520;;
50676;89890;;J;Vel;Vel;4,50;;;155,22839581;-56,04322401;2,34;-18,15;1,49;-0,102;-,08;;D;2;C;AB;B3III;;;
50685;89343;;;;UMa;5,88;1;ENUMa;155,26428436;+68,74773415;7,95;-54,63;-34,17;0,241;0,27;0,16;P;1;;;A7Vn;7295;;
50693;89747;;;;Hya;6,50;;;155,28324051;-17,98488815;17,24;-30,52;-29,14;0,402;0,47;;C;1;;;F3IV;6749;;
50728;89816;;;;Hya;6,47;;;155,36956636;-23,71087724;8,73;-49,88;17,62;0,193;0,21;;C;1;;;A4IV/V;7852;;
50755;89774;42;;Leo;Leo;6,16;;;155,45967734;+14,97580063;6,85;-32,15;-11,27;0,018;0,04;;C;1;;;A1V;9634;;
50785;90074;;;;Car;6,34;;;155,54364867;-58,26563700;9,51;-48,30;26,72;0,884;0,89;;;1;;;G6III;5164;;
50786;89744;;;;UMa;5,73;;;155,54439708;+41,22986684;25,65;-120,17;-138,60;0,531;0,60;;C;1;;;F7V;6238;;
50790;89911;;;;Hya;6,12;;;155,55399807;-19,86659301;4,63;-34,74;9,19;0,035;0,05;;C;1;;;A0V;;;
50799;89998;;r;Vel;Vel;4,82;;;155,58169175;-41,65010791;16,26;-27,23;60,77;1,095;1,06;;;1;;;K1IIIvar;;;
50801;89758;34;mu,;UMa;UMa;3,06;2;;155,58251355;+41,49943350;13,11;-80,47;34,10;1,603;1,77;;U;1;;;M0IIISB;3700;TaniaAustralis;ТанияАвстралис
50847;90264;;L;Car;Car;4,97;;;155,74241361;-66,90152522;7,59;-22,84;11,04;-0,128;-,12;;;1;;;B8V;14158;;
50851;89962;43;;Leo;Leo;6,06;;;155,75190360;+06,54288350;14,22;-16,27;-98,74;1,119;1,03;;;1;;;K3III;4652;;
50860;89904;27;;LMi;LMi;5,89;;;155,77640700;+33,90815509;14,18;-14,13;-4,29;0,147;0,16;;C;1;;;A6V;8166;;
50868;90071;;;;Ant;6,25;1;;155,80474516;-30,16223451;18,63;2,91;-11,72;0,304;0,35;;M;1;;;A9IV;7112;;
50885;90044;25;;Sex;Sex;5,93;1;SSSex;155,86045025;-04,07404512;9,28;-50,51;4,24;-0,048;-,03;4,38;P;1;;;B9pSi(CrSr);;;
50887;90043;;;;Sex;6,45;;;155,86805001;-00,90216210;13,37;65,19;-33,77;0,918;0,92;;C;1;;;G5;5039;;
50888;90132;;;;Ant;5,34;;;155,87255727;-38,00970922;24,70;-158,83;-53,55;0,251;0,28;;;1;;;A8V;7408;;
50893;90057;;;;Sex;6,39;1;;155,88609768;-03,64286765;2,71;-11,79;5,45;1,601;1,62;;U;1;;;K5;;;
50903;90170;;;;Vel;6,24;;;155,91963976;-41,95321950;14,05;-112,88;12,62;0,884;0,94;;C;1;;;K0IV;5029;;
50904;89993;;;;LMi;6,36;;;155,92402043;+29,61588746;8,71;-7,90;-13,12;1,090;1,05;;C;1;;;G8III;4583;;
50916;90289;;;;Car;6,34;;;155,96106527;-57,95390426;4,11;-21,89;-11,86;1,517;1,49;;;1;;;K5Ib-II;;;
50933;89822;;;;UMa;4,94;;ETUMa;156,03274518;+65,56647366;10,84;-8,93;-20,83;-0,052;-,02;;;1;;;A0sp...;10728;;
50935;90040;28;;LMi;LMi;5,52;;;156,03589322;+33,71853542;7,97;-15,65;-1,93;1,186;1,15;;C;1;;;K1III;;;
50939;90125;;;;Sex;6,33;;;156,05479557;+02,36807198;9,95;44,22;-22,16;0,991;1,04;;C;1;;;G9V;4834;;
50954;90589;;I;Car;Car;3,99;;;156,09891874;-74,03154474;61,67;-16,12;-27,63;0,369;0,43;;;1;;;F2IV;7112;;
50976;90630;;;;Car;6,18;;;156,18568628;-73,97175863;7,40;-24,84;10,90;0,071;0,08;;C;1;;;A2/A3V;8670;;
50993;90454;;;;Car;5,93;;;156,24791990;-58,57631762;10,98;-74,09;6,12;0,315;0,36;;C;1;;;F2III;;;
51008;90254;44;;Leo;Leo;5,61;1;DELeo;156,31328707;+08,78493853;4,63;10,54;-38,65;1,630;2,01;;U;1;;;M2IIIs;3706;;
51014;90393;;;;Vel;6,18;;;156,32173230;-42,46737380;5,56;-1,74;-12,47;1,006;1,00;;;1;;;G8III;;;
51046;90362;;;;Sex;5,60;1;;156,43479445;-07,06014256;9,91;-135,20;129,00;1,528;1,71;;U;1;;;M0.5III;;;
51047;90250;29;;LMi;LMi;6,49;;;156,43749608;+35,42557117;7,90;-107,01;-58,05;1,089;1,06;;;1;;;K1III;4670;;
51056;90277;30;;LMi;LMi;4,72;;;156,47861301;+33,79626364;15,76;-75,28;-59,00;0,260;0,31;;;1;;;F0V;7194;;
51069;90432;42;mu,;Hya;Hya;3,83;1;;156,52293768;-16,83609584;13,14;-128,51;-80,06;1,456;1,47;;U;1;;;K4III;4051;;
51077;90518;;;;Vel;6,13;;;156,54127857;-42,73839839;9,83;-95,31;-39,21;1,129;1,05;;;1;;;K1III;4589;;
51117;90473;26;;Sex;Sex;6,33;;;156,65392802;-00,98807769;4,32;-48,52;9,19;1,443;1,44;;C;1;;;K0;;;
51140;90677;;;;Vel;5,58;1;;156,70389571;-54,87731436;2,04;-13,71;5,01;1,556;1,47;;M;1;;;K3II/III;;;
51161;90472;;;;Leo;6,15;;;156,75217477;+19,36455135;9,92;-59,42;-5,57;1,141;1,13;;C;1;;;K0;4509;;
51172;90610;;alf;Ant;Ant;4,28;1;;156,78814953;-31,06780228;8,90;-80,42;9,63;1,429;1,47;;U;1;;;K4III;3990;;
51192;90772;;P;Car;Car;4,65;1;V399Car;156,85199279;-57,63881373;-0,01;-6,71;3,72;0,474;0,69;88,30;P;1;;;A6Ia;7200;;
51194;90874;;;;Car;6,00;;;156,85583147;-65,70471390;14,22;-81,88;20,57;0,091;0,10;;C;1;;;A2V;8650;;
51200;90470;;;;UMa;6,00;;;156,86699226;+41,60121201;15,09;-47,23;-72,72;0,166;0,18;;;1;;;A2V;8337;;
51213;90569;45;;Leo;Leo;6,01;;CXLeo;156,91244127;+09,76241140;8,47;7,85;-6,27;-0,043;-,01;;C;1;;;A0sp...;;;
51232;90853;;s;Car;Car;3,81;;;156,96977108;-58,73940856;3,13;-13,25;2,21;0,317;0,41;;;1;;;F2II;7000;;
51233;90537;31;bet;LMi;LMi;4,20;;;156,97121865;+36,70747818;22,34;-127,52;-109,62;0,908;0,89;;D;2;C;AB;G8III-IV;4974;;
51245;90798;;;;Vel;6,10;;;157,00866133;-49,40569161;3,54;19,10;-44,93;1,506;1,56;;;1;;;K4III;;;
51248;90508;;;;UMa;6,42;;;157,01587881;+48,78704437;42,45;80,56;-881,76;0,610;0,73;;;1;;;G1V;5765;;
51265;90966;;;;Car;6,42;2;V507Car;157,07617385;-63,16457309;1,60;-16,31;3,26;-0,039;-,02;;U;2;C;AB;B2/B3III:ne;;;
51290;90602;;;;UMa;6,37;;;157,15224061;+45,21226261;4,27;-21,80;-21,03;1,330;1,29;;;1;;;K0;;;
51302;90763;;;;Sex;6,05;;;157,18316638;-03,74231608;13,38;0,69;-28,28;0,059;0,07;;C;1;;;A1sp...;;;
51313;91056;;;;Car;5,27;2;;157,21915426;-64,17228466;1,04;-15,90;2,83;1,856;2,07;;U;1;;;K3Ib;;;
51327;91094;;;;Car;6,42;2;;157,26529712;-65,17633489;5,20;54,40;37,44;1,675;2,25;;U;1;;;M1III;;;
51362;90882;29;del;Sex;Sex;5,19;;;157,36971129;-02,73904701;10,87;-48,78;-12,76;-0,050;-,03;;;1;;;B9.5V;10139;;
51364;90957;;;;Hya;5,58;;;157,37088906;-29,66385399;8,42;-59,71;8,85;1,420;1,42;;;1;;;K3III;4172;;
51376;90972;;del;Ant;Ant;5,57;;;157,39749325;-30,60707101;6,78;-29,27;2,44;-0,041;-,02;;;2;C;AB;B9/B9.5V;10765;;
51384;89571;;;;Cam;5,52;;;157,42586771;+84,25210531;24,52;-128,39;-39,60;0,244;0,27;;C;1;O;;F0IV;;;
51401;90633;35;;UMa;UMa;6,32;;;157,47678657;+65,62630441;10,41;5,21;-29,16;1,141;1,10;;;1;;;K2III:;4609;;
51420;90840;32;;LMi;LMi;5,79;;;157,52691646;+38,92514300;4,29;-15,68;-4,62;0,087;0,10;;;1;;;A4V;8511;;
51425;91272;;;;Car;6,19;2;;157,53671877;-66,98466678;2,64;-17,36;5,24;-0,004;0,02;;U;1;;;B4IV;;;
51437;90994;30;bet;Sex;Sex;5,08;;betSex;157,57292935;-00,63697208;9,46;-40,12;-22,17;-0,138;-,13;;C;1;;;B6V;13868;;
51438;91375;;K;Car;Car;4,72;;;157,58364619;-71,99271995;12,60;27,94;-30,04;0,042;0,06;;C;1;;;A2III;9333;;
51448;90745;;;;UMa;6,07;;;157,61105667;+64,25781273;11,27;-50,85;-50,74;0,178;0,20;;;1;;;A7III;;;
51459;90839;36;;UMa;UMa;4,82;;;157,65735143;+55,98061759;77,82;-177,02;-33,45;0,541;0,58;;;1;;;F8V;6156;;
51461;91270;;;;Car;6,41;1;;157,66351149;-61,35650693;4,02;3,05;13,36;1,650;2,25;;U;1;;;M2III;;;
51490;91106;;;;Sex;6,20;;;157,74493577;-07,63754495;4,25;-35,14;-2,00;1,377;1,38;;D;2;C;AB;K5III+...;;;
51491;91120;;;;Hya;5,59;;;157,74940778;-13,58846760;6,70;-33,59;-0,81;-0,028;-,01;;C;1;;;B8/B9IV/V;11918;;
51495;91496;;;;Car;4,94;1;;157,75864399;-73,22150890;3,38;-7,45;7,64;1,677;1,71;;U;1;;;K4/K5III;;;
51502;90089;;;;Cam;5,25;;;157,77091914;+82,55853791;46,54;-79,21;20,43;0,399;0,46;;;1;G;;F2V;6827;;
51523;91324;;Y;Vel;Vel;4,89;;;157,84264509;-53,71599280;45,72;-418,76;209,46;0,500;0,58;;C;1;;;F6V;6049;;
51551;91280;;;;Hya;6,04;;;157,95305052;-28,23709212;23,59;-81,10;-4,58;0,501;0,57;;C;1;;;F6/F7V;6370;;
51556;91130;33;;LMi;LMi;5,90;1;;157,96401631;+32,37953760;13,33;17,10;6,89;0,114;0,13;;M;1;;;A0IV;8730;;
51560;91356;;;;Vel;6,04;;;157,98605873;-45,06965570;6,83;-19,96;-1,70;-0,096;-,08;;D;1;C;;B4;;;
51561;91355;;s;Vel;Vel;5,76;;;157,98937004;-45,06671373;7,04;-15,40;1,41;-0,194;-,20;;D;1;C;;B9;;;
51576;91465;;p;Car;Car;3,30;2;PPCar;158,00618250;-61,68536031;6,56;-16,59;11,42;-0,089;0,02;;U;1;;;B4Vne;18365;;
51585;91232;46;;Leo;Leo;5,43;2;ESLeo;158,04916002;+14,13720956;3,01;-40,94;24,71;1,696;1,91;;U;1;;;M2III;;;
51610;91437;;;;Vel;5,91;;;158,14008597;-44,61845030;8,21;-12,76;-23,62;0,920;0,90;;;1;;;G6/G8III;5142;;
51623;91533;;;;Car;5,98;1;;158,19923561;-58,66675023;0,29;-6,54;2,16;0,290;0,51;;U;1;;;A2Iab;9100;;
51624;91316;47;rho;Leo;Leo;3,84;1;rhoLeo;158,20281305;+09,30659431;0,57;-5,57;-3,59;-0,148;-,13;3,43;P;1;;;B1IbSB;22010;;
51635;91504;;t;Vel;Vel;5,02;;;158,23700305;-47,00336923;3,38;-24,04;6,83;1,045;1,11;;D;2;C;AC;K4III;;;
51658;91312;;;;UMa;4,72;;;158,30832166;+40,42554046;29,13;-142,04;8,00;0,222;0,23;;;1;;;A7IV;7727;;
51676;91619;;;;Car;6,09;1;V369Car;158,35582196;-58,19015734;0,24;-7,75;3,39;0,325;0,58;;U;1;;;B7Ia;;;
51685;91365;34;;LMi;LMi;5,57;;;158,37888150;+34,98870207;6,18;-28,70;-3,08;0,029;0,05;;;1;;;A2Vn;9333;;
51718;91550;44;;Hya;Hya;5,08;1;;158,50371309;-23,74521609;5,15;-10,44;21,15;1,596;1,59;;M;1;;;K5III;;;
51732;91767;;;;Car;6,25;;;158,55300893;-60,98762873;3,93;-8,72;-0,22;1,399;1,45;;;1;;;K2/K3III;;;
51775;91612;48;;Leo;Leo;5,07;;;158,70030655;+06,95361136;10,23;-100,19;56,60;0,921;0,95;;;1;;;G8II-III;4965;;
51795;91706;;;;Hya;6,10;;;158,74067829;-23,17633022;15,76;-99,70;34,01;0,496;0,57;;;1;;;F6V;6469;;
51802;91636;49;;Leo;Leo;5,67;2;TXLeo;158,75912532;+08,65043904;7,05;-52,74;-5,56;0,059;0,07;2,44;P;2;C;AB;A2V;9078;;
51808;91190;;;;Dra;4,86;;;158,77328496;+75,71298403;12,68;-45,58;-14,96;0,957;0,94;;C;1;;;K0III;4961;;
51814;91480;37;;UMa;UMa;5,16;;;158,79009325;+57,08254651;37,80;65,65;37,11;0,349;0,39;;;1;;;F1V;6898;;
51816;91805;;;;Vel;6,09;;;158,79354136;-43,66466238;3,62;-46,01;30,87;0,940;1,03;;;1;;;G8/K0II/III;5035;;
51821;91793;;U;Ant;Ant;5,50;2;UAnt;158,80364609;-39,56259670;3,90;-32,17;3,29;3,015;3,10;;U;1;;;C;;;
51835;92209;;;;Cha;6,29;;;158,85334697;-76,30900474;6,31;-17,82;7,86;1,205;1,15;;C;1;;;K2III;;;
51839;92305;;gam;Cha;Cha;4,11;1;;158,86757668;-78,60781379;7,89;-38,00;11,53;1,580;1,71;;M;1;;;M0III;;;
51849;91942;;r;Car;Car;4,45;1;;158,89714422;-57,55763551;2,37;-15,43;-0,16;1,604;1,62;;M;1;;;K3/K4II;;;
51852;91790;;;;Hya;6,49;;;158,91191934;-18,56900618;13,87;5,20;11,63;0,199;0,22;;C;1;;;A5IV/V;7798;;
51883;91075;;;;Dra;6,48;;;159,00841925;+80,49463792;7,62;-18,05;-3,70;0,963;0,95;;C;1;;;G4III:;;;
51885;91881;;;;Hya;6,29;;;159,01877664;-26,67528564;22,72;2,12;-79,49;0,475;0,55;;D;2;C;AB;F5V;6421;;
51905;91880;;phi02;Hya;Hya;6,01;2;;159,06948890;-16,34433285;3,37;-30,43;2,93;1,638;1,95;;U;1;;;M1III;;;
51912;92063;;t01;Car;Car;5,08;;;159,08568462;-59,56429542;12,14;-39,90;-39,92;1,172;1,15;;;1;;;K1III;;;
51914;91752;35;;LMi;LMi;6,29;;;159,08914483;+36,32700891;21,60;36,92;-33,84;0,436;0,50;;C;1;;;F3V;6495;;
51933;91889;;;;Hya;5,71;;;159,13426115;-12,22848702;40,67;268,49;-672,31;0,528;0,60;;C;1;;;F7V;6087;;
51979;92036;;;;Hya;4,87;1;;159,30749487;-27,41268661;6,80;-112,98;21,52;1,626;1,89;;U;1;;;M1III;;;
51984;92155;;;;Vel;6,43;;;159,31718270;-53,85526528;1,97;-10,86;2,15;-0,150;-,15;;;1;;;B3Vn;;;
51986;92139;;p;Vel;Vel;3,84;;;159,32606984;-48,22561631;37,71;-131,48;-1,58;0,300;0,35;;D;2;C;AB;A3m+...;;;
52004;92207;;;;Car;5,47;;V370Car;159,36281779;-58,73334704;0,40;-7,46;3,11;0,500;0,57;1,33;R;1;;;A0Ia;;;
52009;92055;;U;Hya;Hya;4,89;2;UHya;159,38853109;-13,38445095;6,18;41,74;-37,83;2,800;2,27;114,80;P;1;;;C;2831;;
52032;92000;36;;LMi;LMi;6,42;;;159,46782433;+34,07861018;2,75;-18,93;5,20;1,364;1,33;;;1;;;K0;;;
52043;92287;;;;Car;5,89;1;V514Car;159,51109079;-57,25631096;2,55;-15,58;0,72;-0,128;-,12;1,45;P;1;;;B3IV;;;
52085;92214;;phi;Hya;Hya;4,91;;;159,64588780;-16,87663687;14,52;-98,57;26,75;0,922;0,85;;C;1;O;;G8III;4966;;
52098;92125;37;;LMi;LMi;4,68;;;159,68005265;+31,97622008;6,88;0,10;7,18;0,823;0,82;;C;1;;;G0II;5423;;
52102;92397;;t02;Car;Car;4,69;;;159,68755215;-59,18299905;1,76;-14,29;0,79;1,562;1,63;;D;1;C;;K4/K5III:;;;
52103;92399;;;;Car;6,50;;;159,68914323;-59,26241970;2,17;-14,26;-0,18;-0,098;-,08;;;1;;;B4/B5III/IV;;;
52112;92328;;;;Vel;6,10;;;159,70970482;-42,75341389;5,73;-19,46;-12,22;0,661;0,76;;D;2;C;AB;Am+...;;;
52113;92245;;;;Hya;6,04;;;159,71016955;-12,44364242;9,09;-46,88;10,15;-0,007;0,01;;;1;G;;A0Vn;9795;;
52127;92436;;;;Car;5,96;;;159,74877044;-58,81688568;5,03;-76,65;13,10;1,692;2,10;;D;1;C;;M1III;;;
52136;92095;;;;UMa;5,55;;;159,77393431;+53,66849306;6,34;-90,15;-79,36;1,270;1,23;;;1;;;K3III;;;
52139;92168;38;;LMi;LMi;5,84;;;159,78248119;+37,91011130;20,44;-220,38;-45,73;0,595;0,67;;C;1;;;F9V;6090;;
52150;92682;;;;Car;6,08;;;159,81640749;-74,49338395;2,95;-18,48;0,08;1,683;1,71;;;1;;;K3II;;;
52154;92449;;x;Vel;Vel;4,29;;;159,82671887;-55,60327905;3,62;-18,87;4,31;1,025;0,96;;C;1;;;G2II;;;
52160;92536;;;;Car;6,33;;;159,84522693;-64,11181305;6,80;-16,97;10,20;-0,072;-,05;;C;1;;;B8V;;;
52221;92664;;;;Car;5,51;1;V364Car;160,04776480;-65,10024026;7,00;-17,45;12,86;-0,158;-,16;1,67;P;1;;;B9pSi;;;
52273;92589;;;;Ant;6,36;;;160,21482610;-35,74173139;4,69;-26,60;5,53;0,917;0,89;;D;2;C;AB;G8/K0III+..;;;
52308;92740;;;;Car;6,35;1;V429Car;160,32301986;-59,67692226;0,61;-7,81;2,58;0,088;0,10;;U;1;;;WN7+A(SB1);;;
